code,content,tag,reply
#Cfs13899,"Gửi cậu, 
Nhanh nhỉ, cũng ""khá"" lâu kể từ ngày mình biết nhau. Những lần trò chuyện cũng theo đó mà vơi đi, không biết từ khi nào... Cậu từng rất chủ động, kể mình nghe những câu chuyện mỗi ngày, pha trò cho mình cười, rồi không biết từ khi nào mình cảm mến cậu. Mình từng nói bóng gió về việc mình thích cậu, mà có lẽ không bóng gió đi chăng nữa thì cậu cũng cảm nhận được mà đúng không? Thời gian đó chúng ta không hề có khoảng cách, mỗi ngày đều trò chuyện, tâm sự như thể đã quen từ rất lâu trước đó vậy. Nhưng người ta thường nói """"Những điều đẹp đẽ thường ngắn ngủi, và phải chăng vì ngắn ngủi nên nó mới trở nên đẹp đẽ"""" ? Gần đây không biết do áp lực học hành hay gia đình mà cậu dường như trở thành một con người khác. Mình chủ động nhắn tin cũng chẳng thấy cậu đọc, hay đọc rồi cũng chẳng thấy hồi âm. Mình buồn chứ, nhưng tự nhủ chắc do cậu bận rộn cho việc thi cử vì mình cũng thế. Chỉ khác là cậu còn có thời gian đi share và thả tym bài của các bạn nữ khác, còn mình thì không... cậu trả lời tin nhắn hờ hững, như chỉ là cho có vậy :((
Thật ra mối quan hệ của chúng mình vốn chỉ là bạn bè, là do mình tự đa tình, tự một mình nuôi hy vọng rồi tự thất vọng, tự đau. Nếu cậu thật sự bận và cảm thấy rep tin nhắn mình là điều gì đó khá phiền hoặc rep vì phép lịch sự thì mình nghĩ cậu không cần rep nữa đâu. Mỗi tin nhắn là một tia hy vọng, cũng là một vết dao bào mòn mình từng ngày. Chỉ là đôi lúc đau lòng và tự hỏi """"liệu trong mắt cậu có khi nào có mình không, liệu cậu có một lần hướng về phía mình?"""". Câu trả lời chỉ có cậu mới biết H nhỉ.. từ mai mình sẽ thôi chủ động, thôi không nhắn tin, thôi những suy nghĩ """"nếu không nhắn sẽ bỏ lỡ mất"""".. thôi những thói quen đã từng. Có lẽ thời gian sẽ giúp mình quên đi thói quen này. Cũng may mắn khi gặp cậu vào những ngày bão lòng, cảm ơn và chúc cậu kì này qua môn!
Ngày rất buồn. ^^",#TâmSự,
#Cfs13898,"""Chào mọi người, nhìn bạn bè xung quanh có cặp có đôi, chợt nhận ra cũng đã đến tuổi, nên mình cần tìm 1 bạn nữ để gắn bó lâu dài.
Giới thiệu 1 chút, mình là nam, saigonese, k15 công việc ổn định,  cao m8, ngoại hình cũng ổn. Mình muốn tìm bạn nữ hiểu chuyện, ốm 1 chút. Nếu bạn thấy phù hợp, react phẫn nộ, mình sẽ add. Do mình khá ít nói nên mong bạn nữ hiểu và đừng trách mình 🙁. Cảm ơn mọi người đã đọc tin.""",#tìmngườiyêu,
#Cfs13897,"Chẳng có gì chỉ là hôm nay bị ngã xe, muốn bốc máy lên gọi người mình nghĩ đầu tiên ở Sg này nhưng không được rồi. Tự lái xe đi về nhà nằm cho đỡ đau, chiều đỡ hơn tôi sẽ đi mua thuốc. Muốn nhắn nhủ người đó là thích đi du lịch, chạy xe hay gì đó trên đường thì hãy cẩn thận một chút, nếu người đó có mệnh hệ gì chắc tôi sẽ khó vượt qua phần đời còn lại. Làm gì cũng vậy hãy luôn cẩn thận vì tôi luôn lo cho cậu.",#tâmsự,
#Cfs13896,"Nếu bạn không có trách nhiệm với điểm số của mình, xin đừng đi học rồi tới lúc làm việc nhóm thì chỉ có 1-2 người gánh team ạ 🙏🏻 Mấy bạn làm vậy có thấy bản thân mình nhục nhã không, hay chỉ thấy không có làm mà vẫn có ăn nên vui vẻ từ môn này tới môn khác ạ? Teamwork chứ có phải taowork đâu? Rồi tới lúc mình bị gạch tên ra khỏi danh sách nhóm thì mới xách đít nhắn tin hỏi mọi người mình bị gạch tên rồi hả????",#tâmsự,
#LCD2386_1,"""Bây giờ, tui sẽ đưa ra câu trả lời về lời tỏ tình của đồng chí 
"""" Chúc mừng anh đã may mắn yêu được em 👏""""
Ngày đồng chí nhận được tin nhắn này sẽ là ngày chính thức ❤️
From: Khủng bố """,,Yeahhh
#LCD2386_2,"Lâu quá không gặp em nhỉ, còn yêu anh không, gỡ block anh đi :v , yêu em ❤",,"Em yêu nhiều anh lắm, anh là anh nào v"
#LCD2386_3,"""To the greatest teacher in the world, Happy Teachers' Day.
I am truly grateful to have met you, who have given me inspiration, motivation and helped me to develop my abilities. What a blessing for someone to be taught by you like me. Thank you for everything.
I hope you are always successful and happy.”",,Cảm ơn em vì vẫn nhớ đến thầy. 😃
#LCD2385_1,"Hi cậu! Thấy cậu bận quá nên mình ko nỡ ib, không biết khi rảnh cậu có muốn nch với mình ko? Mình sợ cậu thấy mình phiền nên mình ko dám nhắn:<",,"Ừa nào rảnh nói chuyện cũng được á, mà mình hay bận sợ rep lâu sợ mất lịch sự với cậu á"
#LCD2385_2,Alo anh đã có người yêu chưa?,,"Hi em, anh chưa có người yêu nhen"
#LCD2385_3,"Chào em, anh đã tìm em suốt mấy tháng qua, mới biết được là em đã đổi facebook, anh vẫn chưa dám inbox tiếp cận em lại. Anh nhớ lần đầu chúng ta gặp nhau tại trường anh, em đi cùng với bạn cùng nhóm với anh, thật may là có dịp được làm quen em, em cũng đã đi chơi cùng nhóm vài ba lần nhưng anh chưa dám hẹn em đi chơi riêng. Anh chỉ muốn hỏi, nếu anh mời em đi chơi riêng chỉ 2 đứa mình, thì em có đồng ý không?",,cho hỏi anh tên gì
#LCD2384_1,"""Điệp có thể bớt lạnh lùng với tui có được không? Tại sao dễ thương với cả thế giới nhưng lại lạnh lùng với tui?
Hơn 2 năm, chưa bao giờ Điệp quan tâm tui cho dù là 1 chút nhưng tui vẫn thích Điệp rất nhiều, Điệp có bùa à 😔? """,,Tui ko biết bạn là ai cạ
#LCD2384_2,"""Nick fb anh có số 5 là tổng của ngày sinh và tháng sinh hả?
From : cô bé tương tư anh 6 năm rồi""",,"em cứ add bth nhé đừng ngại vì biết đâu đến ngày sn a thì mình hết cơ hội vs nhau thì sao ^^. Nhưng phải add bằng nick chính nha.
p/s : bởi vì nick clone cho a cảm giác a đang nc vs thg bn a lắm  :""<"
#LCD2384_3,Mình biết bạn cũng lâu lắm rồi nhưng chưa có cơ hội để nói chuyện lắm. Không biết bạn có đang để ý ai hay có một mối quan hệ nào chưa ?? Nếu chưa thì cho mình cơ hội để bắt đầu mối quan hệ đó có được không??,,"mình cảm ơn bạn hiện giờ thì mình chưa để ý ai ,nếu hợp nhau thì mình rất sẵn lòng còn nếu không thì mình cũng rất vui được làm bạn với bạn (p/s:nếu được bạn có thể cho mình biết info của bạn được hông:>)"
#LCD2393_1,"""Dạo này bạn khỏe không? Hy vọng bạn mãi vui vẻ và hạnh phúc. Mình sẽ luôn bên cạnh bạn  Luv u my princess  """,,"Mình vẫn khỏe, cảm ơn bạn rất nhiều. Luonvuituoi"
#LCD2393_2,A dạo này thế nào rồi? Mọi chuyện vẫn ổn chứ?,,"Ổn em, cho xin cái tên. Chứ sợ bede lam"
#LCD2393_3,"Hi bạn ơi, cũng để ý bạn cũng lâu rồi, không biết bạn đã có ai bên cạnh chưa, nếu chưa thì không biết bạn có ý định tìm ai đó để xây dựng một mối quan hệ mới không ha. Trả lời mình nha, được thì sau khi thi cuối kì xong xuôi hết mình sẽ dùng fb thật của mình nhắn tin cho bạn  . À, chúc bạn thi tốt luôn nha",,:))) okay bạn
#LCD2392_1,tớ cảm nắng cậu mất rồi,,"Tớ biết cậu là ai rùi, cậu là anh ngiu đẹp zai nhất vũ trụ của tớ. Tớ thích cậu nhiều lắm, con heo ngốcc   cố lên nhee chàng trai, gắng tốt nghiệp BKU nha, love u to the moon and back <<TVN>>"
#LCD2392_2,"Nếu chưa có người yêu vậy anh thích mẫu con gái như thế nào v, ví dụ như chiều cao, phong cách, tính cách, học vấn, độ tuổi, blabla",,"Em kb facebook với anh chưa nhỉ  , nếu chưa thì em có thể nhắn tin nhắn chờ hoặc ngại thì lập acc clone gì đó... để có thể nói chuyện trực tiếp luôn được hông :))) Anh cũng đang thắc mắc em là ai, tại hơn cả năm nay anh chưa tiếp xúc thêm đứa con gái nào mới luôn :)))"
#LCD2392_3,"Chị ưi, chị có chủ chưa ạ chứ em nhìn chị em xỉu mất rồi ạ :3333",,ai thích thì inb thẳng cho tui nói đi :))))
#LCD2391_1,"Nếu em ngỏ lời với anh bây giờ, anh sẽ chấp nhận cho em một cơ hội theo đuổi anh chứ? Dù sao thì anh cũng chưa có người yêu, em thì còn đang cô đơn. Nếu như không ngại, anh có thể cho em một cơ hội để thử không? Em mượn LCD để thăm hỏi tình hình  tránh trường hợp anh biết rồi từ chối, em lại không còn được làm bạn với anh nữa",,"anh làm bạn được với cả nyc nên không sao em nhé, cơ mà do anh dốt văn hay gì mà anh ko hiểu tý, em muốn theo đuổi thì sao phải sợ anh từ chối, từ chối là từ chối cái gì"
#LCD2391_2,sao người yêu của bạn dễ thương vậy ạ? mà mình thích bạn nhiều lắm thì phải làm sao?,,đồ đáng ghét dễ thương >:((
#LCD2391_3,"""Gửi H***. Chào bạn, mình là một người bạn đã tiếp xúc với bạn cũng được 1 thời gian rồi, thì là mình thấy bạn rất dễ thương, từ cái nết đến khuôn mặt đáng iu, thì là mình đã cảm giác đơn phương bạn 3 tháng nay r, cũng k biết bạn đã có người nào tiến tới hay đang tìm hiểu với ai chưa vì mình thấy có rất nhiều bạn thích bạn và bạn thì rất hồn nhiên đáng iu, mình cũng k tự tin vào bản thân lắm nên là mình chỉ dám lén bày tỏ tình cảm đơn phương của mình ở đây cho bạn thôi,mong rằng mình sẽ mạnh dạn và có cơ hội nói trực tiếp lời thương đến bạn Chúc bạn thì CK tốt nhaaa Hằng đáng iu Chúc Hmề""",,Seen
#LCD2390_1,Ko biết bà có ny chưa nhỉ. Nếu chưa bà cho tui cơ hội làm quen nha. Mình ấn tượng bà khá lâu r ấy huhu,,Hiện tại là tui chưa có  . Mà có cơ hội hay không thì do ô quyết định rồi.
#LCD2390_2,"tôi thích sếp An 1 năm nay r nhưng chưa dám nói, cũng là do nghỉ dịch lâu quá nên chỉ biết nhìn sếp An qua ảnh fb và những hình ảnh trong những lần lén nhìn thấy, k biết sếp có mở lòng chưa để tui nhảy vào",,"Mình nghĩ là bạn biết fb mình, nhắn tin cho mình nha!"
#LCD2390_3,"Ra trường rồi. Lời hứa 2 năm trước không thực hiện được rồi. Mà chúng ta làm gì có duyên. Chúc bạn hạnh phúc và suôn sẻ nha. Nói tôi không còn tình cảm với bạn là điêu. Nhưng nói tôi còn thương bạn thì cũng không đúng sự thật. Có lẽ chính bản thân tôi là người mất cân bằng thì làm sao có thể hành động được. Chúc bạn hạnh phúc, ngay từ đầu chúng ta đã không cùng một con đường sao tôi vẫn cứ cố. Có lẽ sau này chúng ta không gặp lại nhau nữa đâu. Safe and sound my little pussy",,"Mình cũng không biết nói gì hơn, thật lòng xin lỗi và cảm ơn bạn rất nhiều."
#LCD2388_1,"Chào em, anh là người viết CFS 13876 trên BKU confession đó. Cũng là 1 fan blog của em. Anh gửi LCD ngày 24 vì ko biết khi nào tin nhắn tới, nên nhắn trước 1 ngày vậy. Chúc em sinh nhật vui vẻ nhé, mong 1 ngày đẹp trời tuổi 19 sẽ thấy 1 bài trên blog em báo em có bồ rồi nè 😉",,Chỉ là em muốn cảm ơn anh thật nhiều nếu được thì cho em xin info anh được không ạ
#LCD2388_2,"""Gửi bạn,
Chắc bạn cũng không biết mình đâu, vì chỉ có mình luôn theo dõi bạn mà thôi. Qua cả kì 2 học chung mà bạn vẫn không nhận ra được mình sao? Mình luôn cố tình giành vị trí để được ngồi gần bạn cơ mà…
From bạn chung lớp Hoá""",,Cảm ơn bạn đã quan tâm đến mình nha. Nếu được thì bạn nhắn tin trực tiếp với mình. Mình cũng rãnh lắm hơ hơ
#LCD2387_1,Chào Quyên. Mình đã để ý cậu khá lâu rồi. Hôm nay mình mạnh dạn đến đây và nói...... Mình thích Quyên.,,Cảm ơn bạn
#LCD2387_2,"""Thật lâu khi trước mình có gửi LCD cho bạn, nhưng lúc đấy bạn từ chối. Lâu sau mình thấy bạn có bạn gái mất rồi. Nay mình k thấy fb bạn cập nhật nữa, mình xin phép hỏi bạn có phải giờ đang độc thân không? Nếu phải thì bạn có sẵn sàng mở lòng 1 lần nữa để cho mình cơ hội k ạ?
Mong nhận phản hồi của bạn và chúc bạn nhiều sức khoẻ, công việc thuận lợi❤️""",,"Thật sự cảm ơn bạn vì đã quan tâm mình lâu như vậy. Mình vẫn đang quen bạn gái nhé. Mong sau này khi bạn thích một ai đó thì bạn có thể trực tiếp nói với người ta rằng bạn thích người ta như thế nào. Vì cơ hội phụ thuộc vào bạn, đôi khi chỉ vì nhút nhát,  thiếu một chút can đảm sẽ khiến bạn bỏ lỡ ai đó. Chúc bạn sớm tìm được người mình thương. Cảm ơn bạn!"
#LCD2387_3,Cậu có đang thương nhớ người con gái nào đó không?,,Người con gái mình thương thì chắc chắn là mẹ mình rồi còn nhớ thì mình chưa có ai để nhớ cả
#LCD2387_4,"Nếu em ngỏ lời với anh bây giờ, anh sẽ chấp nhận cho em một cơ hội theo đuổi anh chứ? Dù sao thì anh cũng chưa có người yêu, em thì còn đang cô đơn. Nếu như không ngại, anh có thể cho em một cơ hội để thử không? Em mượn LCD để thăm hỏi tình hình 😢 tránh trường hợp anh biết rồi từ chối, em lại không còn được làm bạn với anh nữa 😢",,"anh làm bạn được với cả nyc nên không sao em nhé, cơ mà do anh dốt văn hay gì mà anh ko hiểu tý, em muốn theo đuổi thì sao phải sợ anh từ chối, từ chối là từ chối cái gì :v"
#LCD2383_1,"chào cậu. lần đầu gặp cậu tớ thấy rất ấn tượng về ngoại hình của cậu. cả nét mặt dễ thương ấy nữa. cậu cho tớ hỏi về gu ny của cậu được không? cậu đừng bơ lời nhắn này nhé huhu. trời lạnh lắm, cậu nhớ giữ ấm cho mình và đừng làm băng giá con tym tớ nhé ❤",,Chắc bạn nhầm rồi á. Mình đâu đăng kí đâu ạ
#LCD2383_2,"Trời đã trở lạnh rồi , dịch bệnh cũng ngày càng lây lan nhiều hơn ở quê . Giữ gìn sức khoẻ nha cậu 😊❤️😊",,Cảm ơn bạn nhe ♡
#LCD2383_3,"Bạn gì ơi, chỉ muốn hỏi bạn là bông hoa có chủ chưa? Tự nhiên có cảm tình với bạn ghê.",,"Chào Bạn mình không biết bạn là ai, cũng không biết bạn biết qua đâu nhưng hiện tại mình đã có chủ ^^."
#LCD2383_4,"MT à, SG bớt dịch rồi, có thể trở về với t không? nhớ MT lắm lắm :((( Chúng ta đã xa nhau gần 3 tháng rồi, định quên t thật vậy hả? :(((",,"uầy thấy LCD tưởng có gái xinh nào tỏ tình 😕 tưởng bị block luôn rồi, thôi khi nào lên SG làm chầu craft beer nha thím Triết"
#LCD2382,"""Có rất nhiều thứ mà tôi không thể nói trực tiếp các cậu 
Tôi chưa từng khám phá thế giới riêng của cậu cũng chỉ sự tình cờ 
Tôi cũng chưa bao giờ muốn đòi lại tiền ( cả câu chuyện dài) 
Tôi cũng chẳng muốn tham gia câu chuyện của các cậu 
Cậu nghĩ như thế nào về tôi cũng được
Tôi im lặng trong group vì tui chẳng biết nói gì mà tui không thích chơi game không thích bóng đá thì biết nói gì đây 
Cậu biết không tui cũng mệt mỏi rất nhiều Với sự lạnh lùng mà các cậu đã tạo cho cộng thêm tui phát hiện bị tim khiến tui muốn ngã quỵ’ 
Có bạn nói với tui là khi mọi người thấy tui thì khó chịu
Có ban nói là tui ăn ở ác quá nên toàn bị bệnh, sống đồ không có ý thức 
Điều đó khiến tui suy nghĩ rất nhiều không biết mà đã làm gì đến mức mà người khác sẵn sàng dùng những cụm từ rất nặng nè để nói như vậy 
Tui hay bảo là muốn cậu chia tay thì cũng chỉ nói đùa mà thôi 
Không hề ác ý muốn cậu chia tay mà tui không biết người yêu của cậu là ai cả 
Tôi viết ra những dòng không phải vì phân rõ thiệt hơn với cậu mà chỉ để cậu hiểu rằng tui không hề xấu đến mức như cậu nghĩ 
Cũng muốn chúng ta như người bạn thân gặp nhau thì chào nhau một cái, có thể hẹn nhau để uống tắc cà phê
Có lẽ thời gian là thứ quí giá nhưng cũng đáng sợ. 
Vì thời gian cứ vùn vụt trôi để lại đằng sau là những nỗi đau xén tâm canCảm ơn ông trời đã cho gặp các cậu và cảm ơn cậu đã cho tui một kí ức thanh xuân khó phai và những điều phải học hỏi để biết cách sống 
Chúc cậu được hạnh phúc """,,Chúc bạn vượt qua khó khăn
#Cfs12862,"Bóc phốt cặp đôi khu tự học tầng 2 B4 :)) 
Đây là lần đầu tiên mình viết cfs vì quá bức xúc đối với cặp đôi ân ái trên tầng2 B4. Mình xin phép được nói thẳng, mình biết chổ tự học phía giữa cầu thang B4 là chổ tự học, ai muốn làm gì làm, mình thường không quan tâm lắm, nhưng mà hôm bữa có một cặp đôi ngồi HÔN HÍT, XOA ĐẦU, XOA TAY, XOA MÁ, XOA ĐẦU, ÁP MÁ, HÔN TAY, CẮN MẶT, CẮN TAY,LIẾM TAY, LIẾM MẶT, CƯỜI ĐÙA,.... như chổ không người và đặc biệt là như muốn ăn nhau. Không chỉ làm 1 lần mà làm liên tục từ 14h00 đến 16h30 ; không biết những hành động đó 2 bạn cho là ân ái với nhau chốn học đường là bình thường hay không, thì mình không biết nhưng nó thật sự rất gây sự chú ý và ảnh hưởng đến những người xung quanh, đặc biệt là người fa như mình (x.x), thật sự là ngứa mắt, nó dày vò mình suốt 2 tiếng  . Mặc dù, có thể nói mình là có thể không nhìn nhưng nó quá gây sự chú ý. Mình không thể nói thẳng cho 2 bạn này biết nhưng mình có thể nói lên đây cho mọi người cùng tham khảo. Nếu mà cặp đôi đó có nhìn thấy cfs này , tự biết mà về nhà đóng cửa hay ra ghế đá sân trường rồi muốn làm gì làm, hi vọng 2 bạn hạnh phúc, để người khác còn tập trung còn học hành:)), mặc dù khá là GATO.hic",#bócphốt,
#cfs12853,"Xin chào mọi người... em là dân ngoại bang em ở USSH! 
Tuy nhiên em ở ktx khu A hàng xóm của BK ạ, với mong muốn chân thành tìm mụt anh ngừ eoo em xin được sale 100%. giới thiệu sơ lược em cao m7* dáng trông cũng tạm được, vui tính, hay cười * mặc dù cười hông có được đẹp lắm🥺*....! Hông cần cái chi cần anh là đàn ông được roài :)))
Chân thànhhhhhh! 
P/s Tháng 1 này em học quân sự mong là có ai đó cứu vớt cu gái này hiu hiu ",#vẫnlàtìmngườiyêu,
#Cfs12863,"18 cộng nha quý dị
18 cộng nha và nội dung có thể không thuần phong mỹ tục, ai ko ưa thì kệ cụ các ông
Mình xin kể về chuyện mình bị bắt quả tang
Đến giờ nghĩ lại tim mình vẫn đập thịch thịch chi...
Chả là mình quen ny được 4 tháng thì lôi nhau về nhà ny ngủ chung. Điều nguy hiểm hay còn gọi là chướng ngại vật mà bọn mình phải vượt qua là nhà người nằm giữa nhà ngoại và nhà cậu của ny.
Êm đềm thực sự, trò chơi cảm giác mạnh tưởng như sẽ kéo dài dài lâu lâu NHƯNG KHÔNG, 4 tháng sau mình bị phát hiện chỉ vì hộp cơm gà.
Thật ra là thế này, kể kĩ 1 chút thì kêu là nhà ny nhưng chỉ có ny ở đó thôi, có một cửa thông qua nhà ngoại nhưng trước khi đi ngủ thì khóa lại phòng trừ th xấu nhất xảy ra. Nên chuyện mình rên rỉ ỉ ôi gì thì cũng không ai biết cả.
Hôm đó cũng như mọi ngày, ngủ được đến mấy h thì cứ ngủ thôi, vâng mình ngủ đến 10h, ny mình xuống nhà dưới để chơi game để ko bị phát giác và có thể phòng hờ. Dậy đánh răng rửa mặt xong các kiểu nhắc ny mua luôn cơm gà vì nghĩ cũng đến trưa rồi. Thế là mình đặt nhưng lại quên mất không nhớ giá tiền nên kêu ny hỏi ông giao hàng rồi đưa. Vâng lúc ny mình ra lấy cơm thì, em họ của ny(hay con của cậu của ny) nhìn thấy và méc bà ngoại nó.
Vâng chuyện nghe đến đây có vẻ sót vó rồi, bà ngoại đích thân qua hỏi có ai không thì ny mình bảo ko. Thằng em họ làm thêm 1 quả chí mạng:""""con thấy anh T mua 2 hộp cơm 50k mà"""". Ny mình nhanh trí:"""" Hộp cơm với ly nước ngọt 50k nè"""". Nhưng thằng nhỏ nhất quyết ko chịu. Bà ngoại ny thì đã quay bước đi về, thằng nhóc lục nhà ny thì thấy đôi dép nhỏ của mình nằm dưới 2 lớp rèm cửa. Vâng cuộc đời chua chát.
Số cũng khổ, mình lùn vcl nên chân nhỏ, dép lại nhỏ xíu thế là bà nó phát hiện ra ngay, hét lên 1 cái rõ to mà mình trên tầng 3 còn nghe thấy. Cảm giác đ lành, nhanh trí nhắn tin hỏi nó có gì thì ny kể. Hộp cơm gà ăn chưa được 2 muỗng. Chưa kịp lấy lại bình tĩnh thì bà nó lên tận nơi kêu mình mang hết đồ xuống. Bảo mình đây là lần đầu cũng là lần cuối, chúng mình có gì thì anh gảnh mà nuôi.
Vì sợ hãi, run rẩy trước lần bị bắt quả tang, chúng mình im như tượng, chẳng nói năng được gì. Thế là kết thúc công cuộc game cảm giác mạnh tại nhà ny. Nghĩ chẳng bao giờ dám nữa, coi như nhà thằng nào thằng đấy ngủ.
 Sau đó, chúng mình chuyển địa điểm qua nhà nghỉ~~""",#tâmsự,
#Cfs12861,"""Mình là cưu SV. Muốn gửi đôi lời tâm sự. 
Chọn người yêu mình hay chọn người mình yêu?
Câu hỏi đặt ra thật khó trả lời nhỉ, tôi đã chọn người mình yêu đó các ông ạ.
Do ngoại hình ưa nhìn của mình nên tôi cũng được khá khá bạn nữ dễ thương để ý. Nhưng các ông có biết không? Tôi từng tham lam khi đứng giữa một mối quan hệ không rõ ràng: một bên là người con gái hiền lành, dịu dàng, xinh đẹp, đảm đang, hợp tính thích mình (tôi cũng có tí tình cảm), bên còn lại là một cô gái dễ thương, cá tính, nói chuyện hợp là người tôi thích ngay cái nhìn đầu tiên. Và rồi, vào một ngày tôi đã chọn người mình thích vì cô ấy cũng thích tôi đấy. Tôi bỏ lại người thích mình phía sau, không liên lạc với cô ấy nữa. Nhưng sau thời gian 3 tháng quen nhau, mối quan hệ của 2 người chẳng còn vui vẻ gì nữa vì thật ra cô ấy chỉ đến bên tôi lúc cô ấy cô đơn chứ nào có yêu thương gì đâu chứ. Cô ấy là một người thích theo người này bám lấy người kia nhưng trước mặt tôi lúc nào cô ấy cũng thảo mai và dễ thương cả. Tôi suy nghĩ rất nhiều và quyết định dừng lại sau 2 tháng tìm hiểu và 3 tháng iu nhau. Cũng có chút hụt hẫng, nhưng điều làm tôi bất ngờ nhất là vài tuần sau cô ấy có người iu mới. 
Nhưng câu chuyện không dừng lại ở đấy, người con gái thích tôi, cô ấy vẫn đợi tôi, nghĩ cho tôi 🙁 cô ấy đã từ chối rất nhiều người chỉ để đợi tôi - một người đã bỏ rơi cô ấy để theo cảm xúc bản thân. Ngày ấy, tôi đau lắm các ông ạ. Không biết phải làm thế nào? Tôi muốn đến bên cô ấy nhưng lại sợ mình làm khổ cô ấy. Cô ấy vẫn ở đó, chờ tôi quay lại và xin lỗi anh sai rồi. Nhưng một khoảng thời gian thì tôi cũng quyết định iu cô ấy, trở về và bù đắp cho cô ấy. Đến giờ chúng tôi đã yêu 2 năm và sắp kết hôn. Kể ở đây, tôi chỉ muốn chia sẻ với các bạn sau một chặng đường dài, đi nhiều hướng sai thì tôi đã tìm được người mình đi suốt cuộc đời. Nhân đây gửi lời đến các anh em : """"Hãy chọn người yêu mình và nghĩ cho mình"""" thì bạn sẽ luôn hạnh phúc.""",#tâmsự,
#Cfs12837,"Chào mọi người, em là hàng xóm của BKU. Hôm nay em khá bức xúc về việc một anh BK đi chuyến xe số 8 tầm 11h ở Lý Thường Kiệt và xuống ở trạm KTX khu A, mặc áo xanh dương và quần xám, không biết là đêm Noel anh có vã quá không :))) hay sao mà lên xe anh hết dựa em rồi lần này tới lần khác cố gắng sờ soạng và nắm tay em mặc dù em đã cố gắng bỏ ra rồi nhưng anh vẫn vậy. Trông như biến thái vậy ấy. Hy vọng anh có ngồi xe buýt thì đừng làm vậy với người bên cạnh anh à, em hiền em không làm gì chứ người khác thì em không chắc ạ :))) Em cũng khá buồn vì BKU có thành phần như vậy.",#bócphốt,
#Cfs12851,"Chào mn !!!
Mình không phải sinh viên trường mình, cũng đã tốt nghiệp đi làm nhưng mình hay theo dõi cfs vì câu chuyện của các bạn sinh viên rất dễ thương. Cảm thấy cuộc sống sinh viên của các bạn thật năng động và đáng nhớ, còn mình 4 năm cũng không đọng lại được gì nhiều.
Thật sự mình cảm thấy rất ngưỡng mộ vì nụ cười và sự tự tin của các bạn, mình rất thích ngồi nhìn khung cảnh trong làng đại học, giờ đi làm ở Đồng Nai rồi nên ít lên làng ngồi được nữa, cũng buồn ghê.
Không hiểu sao mình nhất định không thể buông bỏ sự tự ti nặng nề mà theo đuổi bất cứ điều gì, thứ mà mình luôn quan tâm là mình không giỏi, mình xấu, mình không có năng lực, mình không đc làm phiền người khác, không làm sao thoát ra được. Chỉ cần ai đó nói gì là mình lại bắt đầu suy nghĩ rất lâu. Mặc cảm ngoại hình khiến mình không thoát ra được vỏ bọc để sống thật, sợ người khác bỏ rơi, sợ người khác chê cười.
Vì mình không có bạn thân để nói ra, mình sợ làm phiền tg của người khác nhưng lại thấy nhạt nhẽo quá nên mới viết lên đây. 
Cảm ơn mn!",#Tâmsự,
#Cfs12847,"Mình bên nhau cũng được 2 năm đại học rồi ông nhỉ? Tui còn nhớ cái ngày tui mới chân ướt chân ráo lên Sài Gòn, ông là người đầu tiên tui làm quen, ông là người chỉ tui cách dùng than máy, ông là người chỉ tui dùng drive, ông là người chỉ tui cách rút tiền ATM, ông chỉ tui cách đặt xe ôm công nghệ. Lúc đó tui khờ lắm, tui còn nhớ câu ông nói """"Sao hiền vậy? Rồi tụi nó ăn hiếp rồi sao"""", lúc đó tui cũng chỉ """"Tụi nó ăn hiếp thì tui chịu cứ tui hong dám làm gì đâu, kệ đi, lúc đó tui khóc  chắc tụi nó hong đánh đâu"""", tui vừa nói xong thì ông phì cười. Và kể từ đó, tui mến ông lắm, hồi đó tui coi phim, tui thấy trên thành phố nguy hiểm lắm, mà ngày tui lên thành phố, tui cũng chỉ có một mình nên tui lo lắm. Nhưng khi tui gặp ông thì tui có cảm giác rất bình yên, ông nhẹ nhàng, hài hước, tinh tế,... hầu như là từ điển tiếng Việt không có từ nào ngoài từ tuyệt vời dành cho ông. Trong lòng tui là một sự ngưỡng mộ dành cho ông, ông học giỏi, ông năng nổ, ông biết làm thêm kiếm tiền, ông có học bổng trường cho. Còn tui thì hoàn toàn ngược lại. Bao nhiêu sự bất hạnh cứ dồn vào tui. Tui mấy tất cả sự hồn nhiên, ngây thơ, nụ cười ở tuổi 18 đôi mươi. Rồi một ngày, ông nhắn tin nói lời thích tui, tui mừng dữ lắm, nhưng ông ơi, ông chờ tui nghen. Tui đang trong quá trình hoàn thiện nhan sắc, trau dồi ngoại ngữ để môn đăng hộ đối với ông. Sau này tui có được sự hoàn thiện về 2 cái đó thì tui sẽ quay lại tìm ông. Ông cho tui ích kỷ một xíu là xin ông hãy hứa với tui là đừng rung động bất kỳ bạn nam nào khác nghen ông. Tui thương ông nhiều lắm nhưng tui rất tự ti về bản thân mình nên mong ông hãy tôn trọng quyết định của tui. Học hết học kỳ 1 năm nay, tui nghỉ học, rồi tui xin vô quán để làm phục vụ. Tui hứa vào ngày sinh nhật tui của 3 năm sau, tui sẽ tìm ông. 
To: Cơ khí",,
